barcode;amount
55957229773;1
30144066124;1
73601730601;4
89896639106;9
60548941602;5
14458104125;4
93990829799;1
67510845116;9
35912668021;3
76486312023;3
49674713623;6
42040211165;8
31523689940;2
12696468365;8
80156763665;8
50461530752;7
31246272813;9
95423894904;9
40125932025;9
76349951413;4
54002504612;4
52461038553;7
15892725657;3
70394026177;5
27777019788;10
50571695017;6
60128435204;2
64476414572;1
53975320816;8
22385455109;2
76137339069;3
20958134403;6
53423261759;2
37685607162;5
54765976861;9
59807485608;9
23720336072;6
41553793421;10
24270471276;5
56045649546;10
32895039021;7
16997944397;6
72403068659;10
43443969779;4
98735779683;2
56347453879;10
84586954053;7
16252896159;10
81914898861;2
41473512793;5
88298836983;2
21649274457;9
83422208069;4
82890410058;9
29584627921;5
70315737903;2
63244662535;7
38108685548;7
13771516991;2
64020557075;7
27872399016;5
23744257200;2
31982625826;3
15359543588;5
31799135017;10
45264294352;9
29823729018;5
28714028523;9
68306516518;9
77880582543;10
58327966399;9
33018147815;7
68710647224;2
19340115586;2
10336056215;3
72972407069;6
43891324006;1
22710047562;7
40795655436;4
80569138598;9
81757843023;10
91610089746;4
17887372317;10
63942778515;3
44754039950;2
81421477745;5
35091379128;7
17887372317;4
17056974996;4
22703857243;10
44545029911;5
13592910877;8
76289069585;10
79148343988;2
99938607106;8
25706703691;9
77299943897;2
28714028523;5
85015970200;8
21458399392;6
39139443103;7
68486748335;2
58614288265;6
35582741384;1
75380291734;4
90530328146;2
61916595065;1
36085669640;9
76294367120;4
99898513493;1
58502862470;8
19026149002;3
35907347136;4
96628146788;4
72872849929;3
10950496115;1
10538551114;7
10313745722;4
95584132322;7
16625447517;1
42979324166;5
29542962668;2
21703945801;10
86239751664;2
54047356252;3
57383101998;4
82370176308;3
99585039007;10
23032790051;1
26030598683;8
42387707597;1
90220916130;3
73674216737;1
93079881190;2
47349166709;6
75048721384;8
15653528864;3
40627817029;10
29513857657;1
97657223947;2
22967205358;7
48802092509;5
28684550119;6
39569827068;1
51909686583;8
73740007066;8
99792191527;2
48073239921;6
96116126744;4
88827170650;3
38787836683;3
95657353286;7
82028341652;4
86534590870;1
34797406887;9
95329362678;2
42657921933;1
36328115986;3
41186427984;7
79551261002;10
47480327055;9
33017613617;10
51091175677;1
96799088147;4
73065828804;4
67898569896;10
71602200814;4
82621395568;9
29666476589;9
85122486528;8
33324728785;8
56697312432;3
65507940426;10
95137419154;9
96981400445;5
45394130689;6
71094114130;5
55104629126;7
86239751664;1
55036049717;7
83383717881;7
58378355000;7
31122397265;4
19380825759;2
65590854235;5
62517787181;7
93705000134;9
35898941231;8
29672050562;7
29156276090;9
81247932141;4
46319600457;10
43085438410;1
22827252225;1
25335243349;8
39154335819;1
39085058999;2
34058067002;7
81650039176;8
80997403070;2
37167327442;6
46152015816;6
41695336166;2
59438114349;3
71243129896;8
29595262232;2
77339866314;10
73508272700;5
19997642728;1
38776615301;1
23404721461;6
83502381580;8
33303444010;5
37997369338;6
58147453254;1
17697497490;6
22785485283;10
30800654408;10
20478561861;7
12948139227;7
30254173745;1
84940499231;4
66394463055;7
83383717881;7
84732859656;8
35111190130;9
77440159392;8
77835580846;9
93421294987;2
91268490917;2
76068993280;4
44829180381;3
87967973294;1
17855291823;4
30217940344;5
39764131787;3
20027788119;7
86901283154;8
51526611579;3
46237780323;6
75266463741;8
53559332561;2
41115858990;6
52877917467;4
71146254202;8
55761943995;6
54620256925;1
94978749867;10
34974155472;7
22005380173;10
74509557286;6
53696912858;10
95381231474;4
67795095132;3
39025783882;4
62145385449;4
40692258207;8
93709250563;2
23404721461;7
27324471047;7
38903147092;9
74493784005;5
72984000819;8
96151403064;7
13448164755;7
59311127883;10
77809757825;6
86963726215;10
43491377153;9
43970141754;2
26344147015;4
91393570417;4
18376409843;2
75547749688;5
75547749688;6
48543740989;2
12391123829;3
27212227292;5
34226084802;7
34429555986;3
62249205488;2
53581523743;6
75252614479;6
76633306091;10
17470466418;8
20131006044;2
25335243349;3
37963055267;1
70147487276;7
25820931131;8
53063812101;2
47788734663;4
89950807976;10
29844643351;9
31894492753;10
75857721844;1
73199138979;2
94874652615;8
51462237858;9
42476262226;2
13494263296;1
16777592696;2
95838976427;3
52911322221;1
32497847096;6
68479654309;7
18616379361;10
35111190130;7
87327949930;9
88168839895;2
28867188305;4
15951953603;4
91449769785;4
94738328611;1
55506514831;6
74701148918;1
53940516112;2
35416680734;6
22710047562;5
35690930497;6
28795011192;3
75509766394;1
57385964102;5
91654183069;4
93472012257;1
85589322648;6
87261722050;4
54985249964;3
89838028921;6
21447530806;5
66545921160;8
58270280850;9
85685997558;6
96966072886;10
20287487705;3
10206431360;6
74924153753;10
64459812621;9
12132055878;6
59229966303;7
73263044395;4
62199096831;1
59498610446;1
38577230264;5
18772843788;3
33426605545;8
61016752212;4
94617278059;5
31401592563;3
18816557539;4
98952562576;5
78062327899;6
35354146284;5
67401904576;5
64737953316;9
55135677948;2
54521074888;1
76018605257;10
82488027810;6
72069748403;6
70731070665;10
15885569420;6
56184643286;4
75162874147;10
34149857942;9
40413447876;4
96393288895;4
56522850641;7
43878129036;7
41494489517;3
69695024727;7
34690589994;7
44697325748;4
28175859414;3
66923403837;1
86942431512;3
83957873658;5
41744577765;3
70988037192;7
50011533000;5
35220310002;4
31682551025;6
19224163318;9
67654558895;5
50634314267;10
83106267751;7
93704454779;3
97324167489;1
37088750018;5
55891885906;6
37582785160;6
62415289978;6
96557460972;5
64679148569;2
16503931389;4
61350670350;6
17996610664;9
21544730236;1
81034332302;5
28291563968;2
81850047975;10
40190320414;7
67465214161;10
50376759926;1
34313062309;10
60080057130;2
66849970303;1
34515688215;5
39212332634;3
84974051728;7
63362710500;2
75074190972;5
93852996372;10
17518780598;3
73530019231;7
92222103901;10
63305837976;4
38067242515;8
60056240211;2
49269317040;4
33862726050;7
11363943523;3
16122266006;8
40395362508;10
39936257500;7
82165061002;10
97381055277;1
83125340853;5
67668024417;6
92676556858;7
49476752138;7
10767220497;8
92674806807;7
73784660291;8
93970728278;9
46009249586;8
62122580699;5
20178639561;8
63872222286;8
23561545979;5
72617193059;9
29860395943;6
40379412115;9
49501773051;9
14523563214;1
94188174645;7
41949034421;1
57496031303;3
57517928757;3
72927652993;8
41654511823;8
87334878136;2
68501951509;2
48073239921;8
30142955387;9
80750489882;2
12120382571;3
87106228887;3
23573200216;8
95978163941;6
19813017245;5
25495823841;9
75048721384;7
92542075554;5
45281718022;5
50747957942;7
56047633962;7
55703811619;2
85367879711;7
47349166709;3
95419992092;1
69996163582;10
27758977572;9
21668158360;4
35892359325;7
79939842109;2
72995654043;5
18059608461;9
40219479195;2
79730431505;1
37167327442;8
68501951509;4
35432088689;5
80914608073;6
53594688531;3
14165856426;7
47399111001;10
74715714253;4
47240766423;8
83922377242;7
55968607427;8
16889685780;2
61286526628;6
88165631863;7
35824297369;1
77531270453;7
71794680657;2
59242133013;4
41392173486;5
65914827700;5
42679766458;7
50171050854;7
19646884189;1
61357154022;9
62891731987;6
89160243329;2
66338035006;8
67316500891;3
11683662886;8
67984973068;7
23030062238;9
35305285832;5
94143522498;10
16404856308;3
41200859889;10
76655414934;8
21933417290;10
17880804650;10
12509737006;6
95297137839;1
88675911316;8
98963023019;7
81997728972;2
50318881085;5
43685981359;5
68662192879;7
54429730960;6
22454677038;8
10379764465;1
74539143645;2
80019064150;9
13820901593;5
33549434702;2
30786915571;9
69484336783;4
21321456847;8
94954223758;4
89950807976;8
57683088415;4
23156847273;3
15146130274;5
61141629347;4
78191486772;6
45850191570;3
44069587100;3
18693297796;2
16480816277;6
76101213827;4
44977821727;8
58128671318;6
98315975343;7
38808545295;3
31802868338;8
73503364728;4
52318678663;6
89102542199;3
22069382537;7
99907095004;10
79327597570;5
34963470820;1
16295504585;2
87334878136;10
86280047314;1
86996022674;7
91433001332;9
11241098527;8
66450864998;4
72741175650;1
68364636987;6
47022229671;5
19418693909;7
47510972565;2
33180540577;3
68137531815;8
30781778474;2
59174668433;1
10675154104;3
46516646073;6
91949759010;8
79737488279;9
39656518698;1
70052863837;3
87685753919;9
30869848608;4
54312043358;10
20888758742;5
89102542199;4
56511329081;8
59920279798;3
74854925356;6
13099544288;1
33862726050;5
56695207409;7
20311689747;5
76819969433;5
13913694855;9
70120632307;4
99803325827;5
97387812670;5
16222350276;3
38581342421;8
41431124319;4
64410955056;7
76763137829;7
59320044274;1
74389536842;10
51876349480;8
21549913438;3
71845377109;1
85326782339;3
66700945086;8
11289492020;5
73390340591;8
12319620083;5
50669886592;1
99515681317;7
41115858990;4
59636030891;6
41658635726;1
38871785849;3
13579750909;9
67803868715;5
23898132192;2
17567060895;10
39873391754;4
51345071359;6
86147522582;7
62610920838;2
83217028054;9
27324182833;3
74511756964;10
29840114463;6
28167851228;9
89219557738;8
62440802302;10
79384689361;2
75833133505;9
80578007902;6
92355784523;5
32111073573;8
67105345985;4
42937479548;3
36415034519;9
97920395384;10
38334777459;7
29299500777;2
37280071779;10
47591205780;10
24629406037;6
61888437130;3
43587586656;3
40203695972;3
64771286845;6
96651523711;9
45321917924;6
91611749947;1
62668434556;5
68740664199;2
99978615463;1
36801649798;6
40692258207;9
94738328611;4
12820640279;10
38944504546;6
91942855328;6
12754764482;9
70245480722;3
64798248777;10
42557682272;6
78614256998;3
28449962512;8
51624120614;1
15789283166;2
75527673163;6
20958134403;9
92072758142;10
47436833458;1
68479654309;9
85783493720;9
43017002279;4
65220396742;7
35898941231;3
24733232052;9
23353461953;6
92793400917;8
73534650269;8
44522067210;3
30571882562;6
56350099830;8
60351609870;5
72575190027;1
77879585586;9
95192911460;7
96110965899;4
25954847815;2
28897144639;8
90120981839;4
74677303765;6
59519289170;5
37866890695;5
71605473698;8
52559816977;5
55434282369;3
12266782176;3
34600974745;7
37630940303;1
10427238549;1
19812365406;9
39400863816;6
82529736984;9
36230006701;3
73127416698;3
14896166775;6
57917127122;5
43366242766;2
31122382934;1
64328419710;3
84544401525;6
27584090141;7
18358795087;5
69373462339;7
77960562314;9
79656987664;2
84327728085;2
44186607921;10
18816557539;4
11540975566;9
82799848895;4
92958651655;10
62546827400;6
80099708932;4
20115293689;1
75494123492;6
65861467875;4
22672028130;9
94020060391;5
85015970200;8
28244193461;8
75418423943;9
45452424397;6
93516447800;1
35608455430;6
25550243753;6
13370206181;4
84531714771;9
62677253985;1
15241653619;8
49711314727;10
70679534601;9
73750572943;1
74635783893;4
29541612005;3
65198104388;10
95137419154;8
87967973294;1
46869358634;8
45063799415;7
78803001010;9
92609189560;7
93442306699;6
76379863035;2
45118850790;2
55049607402;3
65954395374;7
57061853038;3
75120572101;3
12857681180;6
87918536450;9
63924768214;1
27199054816;5
65472328925;10
27829417310;10
83218295625;5
75961682440;3
39950674033;7
32437541046;6
49498555965;7
95591302050;1
57447856594;10
89911593081;3
80238297532;4
50165901843;8
65100597884;3
63382803416;2
41186427984;2
59559555113;6
70704895197;4
85146328147;2
53906661433;10
52130636094;4
50571695017;9
21000418071;4
76357204715;1
30909003250;2
28865497271;4
17465684106;2
58173835522;9
23661230308;3
62782874612;6
90794857380;9
54381729450;5
55185030731;6
56762324268;2
50747957942;2
48003482187;8
57415058776;10
35445465424;3
83021777922;8
40413447876;7
49769875884;7
78560936189;4
79800166488;8
58572942329;5
56680196658;1
37000031201;5
29840309625;9
68002628099;1
83906446309;10
92222103901;7
28291563968;6
77911226809;6
29599167124;2
39995773870;1
59476939187;1
96025464461;2
56762324268;3
56312605780;6
34202888476;10
12132055878;4
83170698939;3
11515069965;10
13975341569;4
79441388552;1
82165061002;10
18157965941;5
46918787648;9
91370081929;7
54719532841;1
20478561861;9
27506591149;5
83640781927;10
78160410569;8
34654981090;9
96017216890;7
87755927031;1
46417463138;4
41166351989;9
13102832400;9
78284966838;10
13335735868;7
24355169344;1
70138180706;2
73283142075;7
73064115078;1
61755279894;3
38720365589;3
49269317040;5
58632874407;8
91757794105;1
57381668908;10
27548540470;3
85437014339;1
57196535956;2
34881733730;4
14797807213;6
48168922869;9
91661434278;1
59480672128;3
44323068602;8
86394997684;7
22967205358;8
95347592259;8
13014616471;8
92366791804;10
93868087173;6
22155564480;5
77390032609;4
27392289275;7
84982441856;9
58791383292;9
80996557703;2
31661518074;6
84603833739;8
27047080806;4
11698850642;9
52737626031;2
18396894164;4
60436489444;3
76719548151;8
44679970374;3
81614113784;8
33933366375;5
57868430749;3
72663218680;8
19317857370;1
34060689956;9
78191486772;8
99910631971;7
62790853942;3
19209298663;2
63055850177;10
31849548792;5
49789243359;5
37090045945;6
93714562449;10
11806365154;6
92144938049;8
23477313511;2
36236506401;8
36651305667;1
54973820859;8
22962092284;3
99239212669;2
33778424594;1
43587586656;2
13861353004;9
93030827286;6
15413363225;4
92615137302;7
85632169275;7
82333102571;5
85212488407;2
53314553079;1
59924013530;10
66398672983;7
80835862053;5
76938893675;2
17103237747;1
25799370856;2
39293628375;1
86341951570;4
37804311271;9
52497738802;7
17775623990;10
59735307554;10
31092369780;7
65909318110;3
90570716299;5
34154162742;1
95078895242;5
91098919571;8
10486379767;10
75753488296;4
36482011207;5
49436345527;3
68303302736;9
73337596583;10
25820931131;8
70159583405;4
81509493184;7
49734726414;3
90035889490;5
13038835596;10
17460845254;5
63473878328;3
11495515405;2
20735608964;1
58130274043;6
65124526049;6
96930709767;9
29342092270;1
34797406887;5
37783874458;7
66790078293;9
96663813924;10
66994330136;2
39518733494;5
13958668330;8
27904986969;1
24533784170;9
49781950785;2
65958452344;6
83918377054;9
36830625846;5
34838375774;8
23811149466;2
26496614793;2
65414975871;7
26782928001;3
83295197420;2
24629406037;10
94891187327;10
79245647938;9
29893947240;10
68553935497;2
44862377832;6
76685302606;7
79808959364;3
29968857988;2
32111073573;9
78529792665;7
50960808437;4
63679666112;10
75863425517;6
84468237282;1
58878861493;9
46065846110;6
91616809853;5
65198104388;7
49802535993;2
33779563366;8
48417118723;3
76497328526;7
46009249586;1
26886842005;6
73273830581;5
87747568436;1
95053974402;7
88088296997;3
21151747264;10
71320627447;7
64678138659;3
79324722123;10
32475298689;4
61201029256;4
64940523598;7
63009101301;5
50018488588;1
78063083360;1
71437523547;1
96677603643;7
42061172403;6
46307191377;3
42665953268;3
44752687762;1
46051136489;3
68488832508;3
46152823279;8
55742603033;4
76018605257;8
29396037883;10
56225826380;4
47237047276;7
91757794105;10
54542307194;10
29860395943;4
80714109262;8
73197821987;4
30780950485;9
85181200623;10
32475298689;5
47394259343;5
51730475381;5
76719548151;4
80714109262;5
14905794880;4
84531714771;7
29386270731;9
18228892332;3
16317262050;7
52932428615;10
69287223189;10
89178797974;4
84282304631;6
69029015353;10
89968249947;2
34848363254;10
37297733439;3
70159583405;2
98037259289;7
73509348188;7
32098415340;2
28096371598;6
31497106131;9
93665620420;9
48971358942;4
31082667204;5
91601336496;5
40902599161;5
64452551163;5
33781936809;5
96409835232;3
21316838445;8
69871096344;5
66182380449;2
68089446746;1
63568712554;3
70315737903;5
75474562188;1
63557045493;7
15607531417;2
43975817245;1
42696393858;4
26908591233;8
17243128604;4
27300245189;10
93362434279;9
29284882438;10
48917666264;9
10564180909;9
80420784150;8
22695105396;9
31638805065;6
61691683133;5
23661230308;5
45154461269;8
64436838423;2
18165115171;4
86030876012;4
12319620083;6
45251301153;6
75017702217;6
24342442830;6
58056672136;7
78427673920;2
80654918887;6
31463421163;6
96419779214;4
16118379146;4
96514360223;9
11281780186;2
76311457110;8
87000446149;7
77261173687;8
48565704556;7
42767132762;2
96338869431;10
48065771481;2
71157427036;3
75574203497;5
23811149466;5
15050619056;9
21682934403;10
57042756299;10
67889712417;6
30886008628;10
32815928430;10
34049968552;8
28957183797;9
90657989463;7
93820576297;3
31523689940;5
19431937228;9
90570716299;7
73503364728;9
98473408500;2
73036429454;8
67780099729;7
50433537571;8
31850047425;4
80997403070;4
61698614898;2
52110669143;6
17247455802;1
46821686565;10
57340173080;9
76397940448;1
99803961552;10
48139997022;2
53594688531;10
34523855791;5
44139904450;10
53983908039;1
92318660142;5
37596096644;3
23154816745;6
92072758142;3
15311282623;9
71131395632;1
82123716564;5
96981400445;7
88145406696;3
48641230411;5
92313908410;6
92024961042;5
64749265804;6
84491974328;7
58954974692;8
34774857531;3
98069559643;7
32240279745;4
62224207569;5
80238297532;2
13716653535;1
27866941596;5
66443762439;1
36433294045;6
58614288265;9
25285410405;4
63401899360;7
93092343176;9
46417463138;9
97702727213;1
94891187327;7
82111728224;8
34950675493;8
22589992947;7
94019033556;2
76973754155;3
50224820273;2
54276374645;1
70052863837;2
36992496329;1
42140077771;1
77185597303;7
39437827769;4
41737852346;2
74063085987;2
67182645863;8
19063684592;3
63983199570;10
81356690046;4
46822505805;1
33517626192;8
10591847069;10
24714779076;10
30358121737;5
71090955380;2
68522763905;2
47696308713;3
67240642031;6
21802042736;1
41822190741;5
89226086215;9
66338035006;4
83375049103;10
71193673814;1
57520298534;7
41540620740;5
43626939870;2
46011649573;5
85858273394;8
34074292632;9
16398510869;9
36212400317;9
78230612751;7
94219463520;6
12249201413;6
71412546529;7
30033483575;10
48036117990;5
59515591590;4
34053990810;4
67533867068;2
27198912222;2
58974453010;4
59357324108;1
30435784176;5
10319976634;10
20311689747;9
47830542257;9
46495558766;5
62453509292;7
31784054838;9
96622197949;2
86015722108;2
65766881594;8
66218224606;4
53829766071;2
50093722757;10
85607915091;5
31801694041;2
24679506867;9
92854845222;2
21624837123;7
15892725657;4
86534590870;7
93887130056;6
55885454098;3
14638425546;3
10564180909;1
60652651467;9
81125507194;3
42375905799;9
24597692909;4
15685492348;5
73857734751;6
13198907362;5
52171180151;2
86996022674;6
77545379741;7
93647147036;6
45041513150;4
43758912573;7
22130808396;4
33808360069;3
50324891594;7
10716513231;4
15755798595;7
17654362016;8
54978254992;5
18152207665;1
17679903489;8
83871149807;3
44991754816;2
47476083100;3
48741173513;7
56183885343;4
47591205780;4
99099123645;7
84564017552;7
97201847607;2
51588480066;5
58521682342;1
13990831340;1
98943767259;7
37589970811;10
51910412005;9
71482408298;5
55813270841;4
82440159092;10
15519301655;1
90268511706;9
24814569961;10
62357359461;3
26569535959;4
75518269709;2
58358049401;3
78209527148;2
84191688980;6
13256640561;10
82229491821;2
27316323545;6
69063103129;5
40563085708;2
27833650262;2
24004437023;10
28510113487;5
84084496590;10
90548682235;3
11444182109;9
15757741048;5
15685492348;10
84812921534;7
73837022687;9
74701148918;5
31508004277;10
41946722443;1
98865103858;5
80414461129;8
35334244687;1
79501984751;7
94271532765;7
98366771319;9
71069920672;10
73936320102;2
59432225230;1
45680882529;9
33156510241;3
76001782222;3
77533440801;9
21472563178;7
21759562081;3
95629716297;10
86305628460;10
73948099243;1
26016276789;10
92829870597;3
50845470462;8
99272505087;4
81614113784;4
20735608964;4
47683502887;3
77250784631;10
18906629569;2
90153074462;1
24533784170;9
77339866314;3
88603248511;1
43030441588;3
19125875857;8
47788296059;9
49293191392;8
42249912741;10
96980965178;4
46516646073;3
61939468630;5
23232257366;1
71544053128;3
60761177851;7
99067136431;4
32861366439;5
57781434887;6
62195946564;8
20829536198;1
24537547683;7
21763742111;10
15482309116;7
36414675612;2
20540147096;10
84082643073;6
62891731987;4
92829870597;2
38642289825;10
47937197815;1
47020677252;2
62891731987;1
47745468363;6
13901613395;4
70578268949;9
16035604490;9
97370744536;8
92011338424;5
18125345322;5
13282189962;7
23509417161;6
63573101545;4
33674047497;9
71845377109;3
64798248777;4
40125932025;3
34364570784;3
73558185471;3
83980939210;2
85773934867;6
82897485163;9
12609990413;7
64612019841;5
11176671679;4
15149167700;8
22353987393;8
59056940354;8
50746595739;5
31082667204;10
49682217278;4
16212928557;10
56686922709;8
67923560054;7
95007155832;1
10711387679;4
34474852943;5
13499407831;8
48905100168;1
44076105762;8
18639076730;10
71293693238;7
64658863509;7
76520555740;7
93954754309;8
76736916463;5
49118315244;9
68089446746;5
96332467525;3
46075276773;8
49253040832;1
53724364166;2
73503364728;5
79084325476;1
97633717533;7
55809490927;6
73568070994;10
88293727338;6
31632556546;7
95974506685;7
80496383272;6
45981752627;4
31610161331;8
75026701064;4
86880760801;4
12876524902;4
49454522208;10
43036097053;6
24490961055;9
19782098731;7
47102905090;6
68388963757;1
96342616073;5
37220459877;10
35814083386;6
15169174426;7
53063812101;8
21829691873;6
45860301646;1
48195867349;3
31685751833;5
78778135920;10
97401573093;7
44052912346;6
90510227427;3
58892193474;1
10591847069;7
89012159942;8
63819360901;10
86155092853;5
64718572908;9
91478316416;3
55624870755;10
31928707586;6
25751056281;3
12429871019;6
44634808465;9
92313908410;8
16782960800;10
87546923093;4
95981799201;8
42075749327;7
68378792986;6
66439973565;4
84564017552;4
99258643933;2
39651008714;6
57442350118;3
89446504640;1
12373221928;5
99037978779;3
60038075490;2
77878789764;5
59432225230;9
93421294987;4
93970728278;10
42514106774;10
44297229120;9
64170756061;10
21180266210;2
22266509503;8
80714109262;7
55150032702;3
57015295086;3
49904213833;8
21986469301;7
43713409339;10
44848942163;2
17675942863;8
79245647938;9
42075749327;10
66522374708;2
49256462203;1
63985939736;8
86015722108;10
99035181014;7
29491189313;1
68604322995;3
48168922869;4
79205756095;2
62834287888;3
72174123016;2
94518200175;5
55054465503;7
26422308770;6
80787169148;2
26249925105;4
19806218304;3
63525234454;3
64572038382;10
70366784809;1
75568516076;8
86457669877;10
67474055529;8
60331200533;8
67347561409;7
86439881062;9
85986865665;4
93680433213;3
65690412488;10
29491189313;3
14033308034;3
71193673814;4
22822092850;2
29092181368;6
79542935371;1
81034332302;4
52219822998;5
55700891340;1
88776201237;4
11595422999;8
91433001332;6
94750386764;3
89446589850;8
81279145481;4
19090376459;7
71131395632;9
70433278304;5
62967005013;8
59636030891;8
11056915800;3
57846399354;10
92069272405;7
45163075642;6
71320882808;2
31523689940;1
39569827068;9
55549049886;3
36487300281;7
66385382456;2
91420578236;3
68894332385;7
56822188537;9
93561569913;6
23587051543;1
54578295291;9
94604333572;8
47465179230;7
88164837998;6
75862695198;4
79205756095;1
66545921160;5
78667719445;4
34366911555;6
44471149041;6
47591205780;6
42414069078;9
41624334675;9
12241698190;9
61858306408;9
41695336166;5
66364527925;4
85819386954;9
76525421950;4
34496362560;4
29301776884;3
25360778550;1
36314732158;7
54469694143;8
82187642713;10
95054068645;9
97827943964;10
25713464655;9
24071057671;2
35267564916;2
83999906281;6
23609657808;5
74216192742;4
68388963757;3
95007155832;1
30293507239;2
42881676401;10
14327109886;2
84046408607;9
65766881594;10
23921305232;5
25926186729;7
43517876517;3
33470792748;5
42430399636;3
14892873434;2
66593581423;7
69727737245;1
73591252732;1
20541059595;10
28414340659;2
92494577724;8
61905167697;5
38819034559;10
95911709038;1
68572493293;3
24154850894;7
57106484903;9
96075031427;5
40563085708;7
37816384138;9
16745654801;5
14536438848;9
71855582795;6
62974550972;3
75243734766;1
61509946819;1
76468807075;3
96409835232;10
68303302736;10
50835873304;4
41612004899;1
28952727659;5
98478047504;2
72674184209;7
75550157252;10
65225606246;9
39591874492;4
67157084572;2
57846399354;8
63839799552;4
91601336496;8
74715714253;5
82615737856;6
80295899323;2
11314477547;4
85690678454;8
93081453007;9
39783150523;5
30459475915;3
23649157038;9
20812731555;3
88947272263;2
93206688551;4
89968249947;10
78988775199;2
59146861686;3
45293793091;10
29948017865;2
59240390121;9
74456399122;2
83174121124;6
14153379267;1
17030466567;3
64848830792;6
68572746704;9
69469425228;2
78618764965;8
28110313327;10
51078354965;10
19683027589;2
41233341074;9
80757832943;4
48361005936;9
27738107131;8
65070756696;2
59020944808;3
16362615737;6
75098657759;10
62333390421;3
86741031933;6
49292234645;7
41767761095;5
23032790051;7
29968857988;8
12193189607;2
21515857551;4
60056240211;5
98358414673;8
90530328146;4
16649369492;9
71971444871;2
71447330342;9
13567942298;5
13506935826;9
74605522683;10
94196881473;4
20709274701;8
67871027179;10
22495809106;10
43635290508;9
74682673318;10
82431552812;1
38886242284;6
41392173486;5
90757782167;9
78038899067;9
87717608991;4
89884370430;4
33376378446;6
21544730236;3
76722869726;1
65557643812;7
25351947671;6
79492959382;4
79357966578;2
96574588830;5
54240901669;6
34308039275;1
61725523812;5
92435563281;10
45013305050;3
27212227292;3
78908848542;8
64587712668;3
93629376148;9
93868087173;1
71352078145;10
49657807958;5
55457675636;10
14692367451;7
21872339837;10
27243226475;6
97564875374;9
89775443699;9
70415828378;2
22752535977;8
95920146701;3
97187492641;5
44361793082;10
76406140629;8
13616793291;10
41431124319;7
44770448343;2
56119611928;6
50000398936;3
48543740989;9
76578201816;10
71146254202;10
40367785014;10
87945380656;8
74317820456;2
27746283764;4
26030610508;8
82462593519;1
59659117884;1
85212488407;2
38065747044;2
22822092850;9
42686934527;2
64195365029;7
85690678454;4
53433685991;2
26729173403;7
52477650054;3
91157944737;7
44537155162;6
74351159483;9
95834220547;2
64218808820;6
50792376079;1
93281943856;8
22714265060;1
73967008589;8
44872672762;7
65778143742;9
12408754490;9
19142479292;8
96599500275;10
93379933341;10
37168653211;4
75386864548;1
22962092284;8
40453512411;1
79399855290;6
36891952338;3
79732969788;9
36716687261;7
21363487675;2
11176671679;8
12864087777;4
67401673380;3
55684135847;1
90661585586;3
13845715462;7
74761153735;8
37333007677;3
97800570408;5
20027788119;10
22639547374;3
88973370899;9
11853189233;4
12661391903;10
52110669143;4
42160587776;1
13370206181;4
15410179346;3
68486748335;8
10716513231;7
13102832400;4
41777482173;8
58147453254;5
62974550972;4
99119362904;10
61068115347;6
94232837443;4
88344845253;9
97430765105;8
48911471891;9
66049841263;8
76277939598;7
91527252394;3
20630659032;2
20643716154;4
75866262911;5
99795423952;10
66979560147;6
20879419040;7
30448207915;2
88145406696;2
48772829459;7
78022214723;3
13579750909;4
42079456512;9
84133957229;3
33225728881;7
59480672128;2
69449642724;3
74412492692;6
83411466670;4
91054929202;8
19974541004;9
22294311497;3
45032127460;8
14584657364;7
42330947568;4
32815928430;6
52477367830;9
40269811674;6
31947203734;2
55742603033;9
81434253625;8
29683031903;8
28378000646;1
96377836945;3
19662027208;4
26713774326;10
19336462769;6
27308926428;2
77155458471;10
29082219128;4
44991754816;9
45289729490;6
51670781867;5
88947272263;1
47480327055;7
49501773051;6
61847452652;9
15241653619;3
69745275059;10
86076815118;6
36502765794;6
30687532436;4
65276624549;5
81279145481;10
82860725011;7
59691796810;3
22711288220;2
14471216019;6
98047110808;3
59691796810;5
52865557783;7
19433801759;6
77024443980;6
49735406963;4
78788786633;7
33814102057;8
27043639557;7
25731302933;8
54980524983;8
16058313261;2
69931786873;7
80159773961;5
85193719991;1
32333260547;9
63488585566;5
85463688939;6
98906334636;4
29324944056;4
90794857380;9
57336348773;4
61090102118;10
37276768541;2
21900036237;3
59337202775;1
61900986491;3
30572444449;2
52245857971;5
20493332458;10
19173894824;2
66917169242;4
44848942163;1
68662192879;2
86548131070;10
51822798006;7
76973754155;5
52179494667;7
90558401085;6
47061967639;6
55515475641;4
19678120322;4
34794694762;3
77486820204;5
85666190899;7
50940322870;10
91157944737;7
17880804650;8
41867303317;7
71434744227;8
18426968150;8
18923849768;4
56893605527;2
68303102319;7
59134854360;5
84489301652;6
14097862103;5
34108187121;2
69743210346;3
22069382537;10
86741031933;4
80569138598;8
44829064448;2
30260331211;8
27426618776;3
22158804501;4
48562023829;5
68501951509;7
47465179230;6
99507323023;1
94891187327;5
40831041656;7
81757843023;5
63003424546;2
27310737693;1
86820555830;8
66911818766;5
86937819903;6
53114690443;1
63557045493;5
14773511641;4
30086171120;4
26357464849;10
51366086414;4
79295260650;10
73857734751;8
89682950412;4
29279475778;6
18592327453;7
30851306057;2
84994668235;2
83784346375;10
33100358034;5
16524766071;3
45859484489;1
77772533527;8
59735307554;6
26357464849;2
40113680616;5
82431552812;6
15947222086;6
